ID,Wort (Deutsch),Artikel,Plural,Wortart,Bedeutung (Indonesisch),Niveau,Thema (Netzwerk Neu),Beispielsatz (Deutsch),Beispielsatz (Indonesisch)
"wort-4355","behören","","","Verb","mendengar (be-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'behören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'behören' berarti mendengar (mengenai objek)."
"wort-4356","zerhören","","","Verb","mendengar (zer-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zerhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'zerhören' berarti mendengar (menghancurkan)."
"wort-4357","wiederhören","","","Verb","mendengar (wieder-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'wiederhören' sehr häufig: Ich höre deutsche Podcasts auf dem Weg zur Arbeit.","Dalam bahasa Jerman kata 'wiederhören' berarti mendengar (kembali/ulang)."
"wort-4358","anfinden","","","Verb","menemukan (an-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'anfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'anfinden' berarti menemukan (pada/ke)."
"wort-4359","abfinden","","","Verb","menemukan (ab-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'abfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'abfinden' berarti menemukan (mulai dari/melepaskan)."
"wort-4360","auffinden","","","Verb","menemukan (auf-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'auffinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'auffinden' berarti menemukan (ke atas/terbuka)."
"wort-4361","ausfinden","","","Verb","menemukan (aus-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'ausfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'ausfinden' berarti menemukan (keluar/dari)."
"wort-4362","beifinden","","","Verb","menemukan (bei-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beifinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'beifinden' berarti menemukan (pada/di dekat)."
"wort-4363","einfinden","","","Verb","menemukan (ein-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'einfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'einfinden' berarti menemukan (ke dalam/memasuki)."
"wort-4364","mitfinden","","","Verb","menemukan (mit-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'mitfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'mitfinden' berarti menemukan (bersama/turut)."
"wort-4365","nachfinden","","","Verb","menemukan (nach-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'nachfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'nachfinden' berarti menemukan (menuju/sesudah)."
"wort-4366","vorfinden","","","Verb","menemukan (vor-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vorfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'vorfinden' berarti menemukan (di depan/sebelum)."
"wort-4367","zufinden","","","Verb","menemukan (zu-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zufinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'zufinden' berarti menemukan (menutup/ke arah)."
"wort-4368","überfinden","","","Verb","menemukan (über-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'überfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'überfinden' berarti menemukan (melalui/melebihi)."
"wort-4369","unterfinden","","","Verb","menemukan (unter-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'unterfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'unterfinden' berarti menemukan (di bawah)."
"wort-4370","verfinden","","","Verb","menemukan (ver-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'verfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'verfinden' berarti menemukan (proses perubahan)."
"wort-4371","entfinden","","","Verb","menemukan (ent-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'entfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'entfinden' berarti menemukan (melepaskan diri)."
"wort-4372","befinden","","","Verb","menemukan (be-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'befinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'befinden' berarti menemukan (mengenai objek)."
"wort-4373","zerfinden","","","Verb","menemukan (zer-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zerfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'zerfinden' berarti menemukan (menghancurkan)."
"wort-4374","wiederfinden","","","Verb","menemukan (wieder-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'wiederfinden' sehr häufig: Endlich finden wir eine gute Lösung.","Dalam bahasa Jerman kata 'wiederfinden' berarti menemukan (kembali/ulang)."
"wort-4375","anhalten","","","Verb","memegang / mempertahankan (an-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'anhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'anhalten' berarti memegang / mempertahankan (pada/ke)."
"wort-4376","abhalten","","","Verb","memegang / mempertahankan (ab-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'abhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'abhalten' berarti memegang / mempertahankan (mulai dari/melepaskan)."
"wort-4377","aufhalten","","","Verb","memegang / mempertahankan (auf-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aufhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'aufhalten' berarti memegang / mempertahankan (ke atas/terbuka)."
"wort-4378","aushalten","","","Verb","memegang / mempertahankan (aus-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aushalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'aushalten' berarti memegang / mempertahankan (keluar/dari)."
"wort-4379","beihalten","","","Verb","memegang / mempertahankan (bei-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beihalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'beihalten' berarti memegang / mempertahankan (pada/di dekat)."
"wort-4380","einhalten","","","Verb","memegang / mempertahankan (ein-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'einhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'einhalten' berarti memegang / mempertahankan (ke dalam/memasuki)."
"wort-4381","mithalten","","","Verb","memegang / mempertahankan (mit-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'mithalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'mithalten' berarti memegang / mempertahankan (bersama/turut)."
"wort-4382","nachhalten","","","Verb","memegang / mempertahankan (nach-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'nachhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'nachhalten' berarti memegang / mempertahankan (menuju/sesudah)."
"wort-4383","vorhalten","","","Verb","memegang / mempertahankan (vor-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vorhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'vorhalten' berarti memegang / mempertahankan (di depan/sebelum)."
"wort-4384","zuhalten","","","Verb","memegang / mempertahankan (zu-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zuhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'zuhalten' berarti memegang / mempertahankan (menutup/ke arah)."
"wort-4385","überhalten","","","Verb","memegang / mempertahankan (über-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'überhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'überhalten' berarti memegang / mempertahankan (melalui/melebihi)."
"wort-4386","unterhalten","","","Verb","memegang / mempertahankan (unter-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'unterhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'unterhalten' berarti memegang / mempertahankan (di bawah)."
"wort-4387","verhalten","","","Verb","memegang / mempertahankan (ver-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'verhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'verhalten' berarti memegang / mempertahankan (proses perubahan)."
"wort-4388","enthalten","","","Verb","memegang / mempertahankan (ent-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'enthalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'enthalten' berarti memegang / mempertahankan (melepaskan diri)."
"wort-4389","behalten","","","Verb","memegang / mempertahankan (be-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'behalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'behalten' berarti memegang / mempertahankan (mengenai objek)."
"wort-4390","zerhalten","","","Verb","memegang / mempertahankan (zer-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zerhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'zerhalten' berarti memegang / mempertahankan (menghancurkan)."
"wort-4391","wiederhalten","","","Verb","memegang / mempertahankan (wieder-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'wiederhalten' sehr häufig: Er hält sein gegebenes Versprechen.","Dalam bahasa Jerman kata 'wiederhalten' berarti memegang / mempertahankan (kembali/ulang)."
"wort-4392","anlassen","","","Verb","membiarkan (an-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'anlassen' sehr häufig: Lass uns die Übungen gemeinsam machen.","Dalam bahasa Jerman kata 'anlassen' berarti membiarkan (pada/ke)."
"wort-4393","ablassen","","","Verb","membiarkan (ab-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'ablassen' sehr häufig: Lass uns die Übungen gemeinsam machen.","Dalam bahasa Jerman kata 'ablassen' berarti membiarkan (mulai dari/melepaskan)."
"wort-4394","auflassen","","","Verb","membiarkan (auf-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'auflassen' sehr häufig: Lass uns die Übungen gemeinsam machen.","Dalam bahasa Jerman kata 'auflassen' berarti membiarkan (ke atas/terbuka)."
"wort-4395","auslassen","","","Verb","membiarkan (aus-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'auslassen' sehr häufig: Lass uns die Übungen gemeinsam machen.","Dalam bahasa Jerman kata 'auslassen' berarti membiarkan (keluar/dari)."
"wort-4396","beilassen","","","Verb","membiarkan (bei-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beilassen' sehr häufig: Lass uns die Übungen gemeinsam machen.","Dalam bahasa Jerman kata 'beilassen' berarti membiarkan (pada/di dekat)."
"wort-4397","einlassen","","","Verb","membiarkan (ein-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'einlassen' sehr häufig: Lass uns die Übungen gemeinsam machen.","Dalam bahasa Jerman kata 'einlassen' berarti membiarkan (ke dalam/memasuki)."
"wort-4398","mitlassen","","","Verb","membiarkan (mit-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'mitlassen' sehr häufig: Lass uns die Übungen gemeinsam machen.","Dalam bahasa Jerman kata 'mitlassen' berarti membiarkan (bersama/turut)."
"wort-4399","nachlassen","","","Verb","membiarkan (nach-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'nachlassen' sehr häufig: Lass uns die Übungen gemeinsam machen.","Dalam bahasa Jerman kata 'nachlassen' berarti membiarkan (menuju/sesudah)."
"wort-4400","vorlassen","","","Verb","membiarkan (vor-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vorlassen' sehr häufig: Lass uns die Übungen gemeinsam machen.","Dalam bahasa Jerman kata 'vorlassen' berarti membiarkan (di depan/sebelum)."
"wort-4401","zulassen","","","Verb","membiarkan (zu-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zulassen' sehr häufig: Lass uns die Übungen gemeinsam machen.","Dalam bahasa Jerman kata 'zulassen' berarti membiarkan (menutup/ke arah)."
"wort-4402","überlassen","","","Verb","membiarkan (über-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'überlassen' sehr häufig: Lass uns die Übungen gemeinsam machen.","Dalam bahasa Jerman kata 'überlassen' berarti membiarkan (melalui/melebihi)."
"wort-4403","unterlassen","","","Verb","membiarkan (unter-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'unterlassen' sehr häufig: Lass uns die Übungen gemeinsam machen.","Dalam bahasa Jerman kata 'unterlassen' berarti membiarkan (di bawah)."
"wort-4404","verlassen","","","Verb","membiarkan (ver-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'verlassen' sehr häufig: Lass uns die Übungen gemeinsam machen.","Dalam bahasa Jerman kata 'verlassen' berarti membiarkan (proses perubahan)."
"wort-4405","entlassen","","","Verb","membiarkan (ent-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'entlassen' sehr häufig: Lass uns die Übungen gemeinsam machen.","Dalam bahasa Jerman kata 'entlassen' berarti membiarkan (melepaskan diri)."
"wort-4406","belassen","","","Verb","membiarkan (be-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'belassen' sehr häufig: Lass uns die Übungen gemeinsam machen.","Dalam bahasa Jerman kata 'belassen' berarti membiarkan (mengenai objek)."
"wort-4407","zerlassen","","","Verb","membiarkan (zer-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zerlassen' sehr häufig: Lass uns die Übungen gemeinsam machen.","Dalam bahasa Jerman kata 'zerlassen' berarti membiarkan (menghancurkan)."
"wort-4408","wiederlassen","","","Verb","membiarkan (wieder-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'wiederlassen' sehr häufig: Lass uns die Übungen gemeinsam machen.","Dalam bahasa Jerman kata 'wiederlassen' berarti membiarkan (kembali/ulang)."
"wort-4409","anstellen","","","Verb","menempatkan berdiri (an-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'anstellen' sehr häufig: Wir stellen den neuen Plan im Meeting vor.","Dalam bahasa Jerman kata 'anstellen' berarti menempatkan berdiri (pada/ke)."
"wort-4410","abstellen","","","Verb","menempatkan berdiri (ab-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'abstellen' sehr häufig: Wir stellen den neuen Plan im Meeting vor.","Dalam bahasa Jerman kata 'abstellen' berarti menempatkan berdiri (mulai dari/melepaskan)."
"wort-4411","aufstellen","","","Verb","menempatkan berdiri (auf-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'aufstellen' sehr häufig: Wir stellen den neuen Plan im Meeting vor.","Dalam bahasa Jerman kata 'aufstellen' berarti menempatkan berdiri (ke atas/terbuka)."
"wort-4412","ausstellen","","","Verb","menempatkan berdiri (aus-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'ausstellen' sehr häufig: Wir stellen den neuen Plan im Meeting vor.","Dalam bahasa Jerman kata 'ausstellen' berarti menempatkan berdiri (keluar/dari)."
"wort-4413","beistellen","","","Verb","menempatkan berdiri (bei-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'beistellen' sehr häufig: Wir stellen den neuen Plan im Meeting vor.","Dalam bahasa Jerman kata 'beistellen' berarti menempatkan berdiri (pada/di dekat)."
"wort-4414","einstellen","","","Verb","menempatkan berdiri (ein-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'einstellen' sehr häufig: Wir stellen den neuen Plan im Meeting vor.","Dalam bahasa Jerman kata 'einstellen' berarti menempatkan berdiri (ke dalam/memasuki)."
"wort-4415","mitstellen","","","Verb","menempatkan berdiri (mit-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'mitstellen' sehr häufig: Wir stellen den neuen Plan im Meeting vor.","Dalam bahasa Jerman kata 'mitstellen' berarti menempatkan berdiri (bersama/turut)."
"wort-4416","nachstellen","","","Verb","menempatkan berdiri (nach-)","B2","Netzwerk Neu B2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'nachstellen' sehr häufig: Wir stellen den neuen Plan im Meeting vor.","Dalam bahasa Jerman kata 'nachstellen' berarti menempatkan berdiri (menuju/sesudah)."
"wort-4417","vorstellen","","","Verb","menempatkan berdiri (vor-)","A1","Netzwerk Neu A1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'vorstellen' sehr häufig: Wir stellen den neuen Plan im Meeting vor.","Dalam bahasa Jerman kata 'vorstellen' berarti menempatkan berdiri (di depan/sebelum)."
"wort-4418","zustellen","","","Verb","menempatkan berdiri (zu-)","A2","Netzwerk Neu A2 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'zustellen' sehr häufig: Wir stellen den neuen Plan im Meeting vor.","Dalam bahasa Jerman kata 'zustellen' berarti menempatkan berdiri (menutup/ke arah)."
"wort-4419","überstellen","","","Verb","menempatkan berdiri (über-)","B1","Netzwerk Neu B1 - Wortschatz Modul","Im Alltagsdeutsch verwendet man das Wort 'überstellen' sehr häufig: Wir stellen den neuen Plan im Meeting vor.","Dalam bahasa Jerman kata 'überstellen' berarti menempatkan berdiri (melalui/melebihi)."
